stage,ethnicity,age_group,year,prevalence,lower,upper
K4,overall,Overall,2015,0.21,0.16,0.27
K5,overall,Overall,2015,0.16,0.07,0.24
K1,chn,Overall,2015,3.25,2.19,4.31
K2,chn,Overall,2015,2.73,2.31,3.15
K3a,chn,Overall,2015,1.72,1.69,1.76
K3b,chn,Overall,2015,1.2,1.11,1.29
K4,chn,Overall,2015,0.27,0.21,0.34
K5,chn,Overall,2015,0.16,0.08,0.25
K1,mal,Overall,2015,5.22,3.8,6.64
K2,mal,Overall,2015,2.28,2.05,2.5
K3a,mal,Overall,2015,0.91,0.9,0.93
K3b,mal,Overall,2015,0.78,0.73,0.82
K4,mal,Overall,2015,0.16,0.12,0.2
K5,mal,Overall,2015,0.11,0.05,0.17
K1,ind,Overall,2015,3.35,2.23,4.48
K2,ind,Overall,2015,3.46,2.76,4.16
K3a,ind,Overall,2015,2.03,1.94,2.11
K3b,ind,Overall,2015,1.03,0.95,1.1
K4,ind,Overall,2015,0.28,0.18,0.37
K5,ind,Overall,2015,0.3,0.15,0.45
K1,overall,18-30,2015,1.1,0.71,1.49
K2,overall,18-30,2015,0.1,0.06,0.14
K3a,overall,18-30,2015,0.04,0.04,0.03
K3b,overall,18-30,2015,0.0,0.0,0.0
K4,overall,18-30,2015,0.0,0.0,0.0
K5,overall,18-30,2015,0.0,0.0,0.0
K1,overall,31-40,2015,2.36,1.42,3.29
K2,overall,31-40,2015,0.3,0.21,0.39
K3a,overall,31-40,2015,0.1,0.1,0.09
K3b,overall,31-40,2015,0.01,0.0,0.01
K4,overall,31-40,2015,0.0,0.0,0.0
K5,overall,31-40,2015,0.0,0.0,0.0
K1,overall,41-50,2015,3.54,2.1,4.98
K2,overall,41-50,2015,0.85,0.64,1.07
K3a,overall,41-50,2015,0.34,0.32,0.36
K3b,overall,41-50,2015,0.06,0.05,0.07
K4,overall,41-50,2015,0.01,0.0,0.01
K5,overall,41-50,2015,0.0,0.0,0.01
K1,overall,51-60,2015,5.3,3.55,7.04
K2,overall,51-60,2015,2.45,2.01,2.88
K3a,overall,51-60,2015,1.34,1.24,1.44
K3b,overall,51-60,2015,0.5,0.44,0.56
K4,overall,51-60,2015,0.09,0.05,0.13
K5,overall,51-60,2015,0.05,0.01,0.09
K1,overall,61-70,2015,8.79,6.92,10.66
K2,overall,61-70,2015,6.93,6.11,7.74
K3a,overall,61-70,2015,3.7,3.62,3.77
K3b,overall,61-70,2015,2.35,2.12,2.59
K4,overall,61-70,2015,0.5,0.33,0.67
K5,overall,61-70,2015,0.39,0.13,0.65
K1,overall,71-80,2015,9.34,7.58,11.1
K2,overall,71-80,2015,12.08,10.92,13.25
K3a,overall,71-80,2015,6.84,6.8,6.89
K3b,overall,71-80,2015,6.67,6.28,7.05
K4,overall,71-80,2015,1.62,1.26,1.97
K5,overall,71-80,2015,1.29,0.67,1.92
K1,overall,80+,2015,9.58,7.79,11.38
K2,overall,80+,2015,17.29,15.08,19.49
K3a,overall,80+,2015,8.24,8.29,8.19
K3b,overall,80+,2015,9.68,9.34,10.02
K4,overall,80+,2015,2.33,1.98,2.68
K5,overall,80+,2015,1.34,0.87,1.82
K1,overall,Overall,2016,4.27,3.02,5.53
K2,overall,Overall,2016,2.66,2.3,3.02
K3a,overall,Overall,2016,1.39,1.36,1.43
K3b,overall,Overall,2016,1.0,0.93,1.07
K4,overall,Overall,2016,0.23,0.17,0.28
K5,overall,Overall,2016,0.16,0.08,0.25
K1,chn,Overall,2016,3.3,2.24,4.36
K2,chn,Overall,2016,2.82,2.38,3.27
K3a,chn,Overall,2016,1.8,1.75,1.84
K3b,chn,Overall,2016,1.26,1.17,1.36
K4,chn,Overall,2016,0.29,0.22,0.36
K5,chn,Overall,2016,0.18,0.08,0.27
K1,mal,Overall,2016,5.32,3.88,6.75
K2,mal,Overall,2016,2.35,2.13,2.57
K3a,mal,Overall,2016,0.95,0.92,0.97
K3b,mal,Overall,2016,0.81,0.77,0.85
K4,mal,Overall,2016,0.17,0.13,0.21
K5,mal,Overall,2016,0.12,0.05,0.18
K1,ind,Overall,2016,3.42,2.29,4.55
K2,ind,Overall,2016,3.58,2.86,4.3
K3a,ind,Overall,2016,2.08,1.99,2.17
K3b,ind,Overall,2016,1.08,0.98,1.18
K4,ind,Overall,2016,0.28,0.18,0.38
K5,ind,Overall,2016,0.3,0.16,0.44
K1,overall,18-30,2016,1.12,0.73,1.52
K2,overall,18-30,2016,0.1,0.06,0.13
K3a,overall,18-30,2016,0.03,0.04,0.03
K3b,overall,18-30,2016,0.0,0.0,0.0
K4,overall,18-30,2016,0.0,0.0,0.0
K5,overall,18-30,2016,0.0,0.0,0.0
K1,overall,31-40,2016,2.38,1.44,3.33
K2,overall,31-40,2016,0.31,0.22,0.41
K3a,overall,31-40,2016,0.09,0.1,0.09
K3b,overall,31-40,2016,0.01,0.0,0.01
K4,overall,31-40,2016,0.0,0.0,0.0
K5,overall,31-40,2016,0.0,0.0,0.0
K1,overall,41-50,2016,3.55,2.1,5.0
K2,overall,41-50,2016,0.84,0.63,1.06
K3a,overall,41-50,2016,0.35,0.33,0.36
K3b,overall,41-50,2016,0.06,0.04,0.07
K4,overall,41-50,2016,0.01,0.0,0.01
K5,overall,41-50,2016,0.0,0.0,0.0
K1,overall,51-60,2016,5.31,3.58,7.03
K2,overall,51-60,2016,2.47,2.02,2.91
K3a,overall,51-60,2016,1.37,1.28,1.46
K3b,overall,51-60,2016,0.51,0.44,0.57
K4,overall,51-60,2016,0.09,0.05,0.13
K5,overall,51-60,2016,0.05,0.01,0.08
K1,overall,61-70,2016,8.82,6.95,10.68
K2,overall,61-70,2016,7.01,6.21,7.8
K3a,overall,61-70,2016,3.77,3.64,3.89
K3b,overall,61-70,2016,2.45,2.2,2.69
K4,overall,61-70,2016,0.53,0.35,0.71
K5,overall,61-70,2016,0.41,0.14,0.67
K1,overall,71-80,2016,9.38,7.68,11.07
K2,overall,71-80,2016,12.06,10.8,13.31
K3a,overall,71-80,2016,6.83,6.72,6.95
K3b,overall,71-80,2016,6.69,6.39,6.99
K4,overall,71-80,2016,1.65,1.31,1.99
K5,overall,71-80,2016,1.31,0.7,1.92
K1,overall,80+,2016,9.49,7.62,11.37
K2,overall,80+,2016,17.31,15.2,19.42
K3a,overall,80+,2016,8.19,8.28,8.1
K3b,overall,80+,2016,9.84,9.4,10.28
K4,overall,80+,2016,2.36,2.02,2.7
K5,overall,80+,2016,1.32,0.87,1.78
K1,overall,Overall,2017,4.36,3.1,5.62
K2,overall,Overall,2017,2.76,2.38,3.13
K3a,overall,Overall,2017,1.45,1.41,1.49
K3b,overall,Overall,2017,1.05,0.98,1.13
K4,overall,Overall,2017,0.24,0.18,0.3
K5,overall,Overall,2017,0.17,0.08,0.26
K1,chn,Overall,2017,3.35,2.28,4.42
K2,chn,Overall,2017,2.93,2.47,3.39
K3a,chn,Overall,2017,1.87,1.82,1.92
K3b,chn,Overall,2017,1.34,1.25,1.44
K4,chn,Overall,2017,0.31,0.24,0.38
K5,chn,Overall,2017,0.19,0.09,0.28
K1,mal,Overall,2017,5.44,4.0,6.87
K2,mal,Overall,2017,2.44,2.21,2.67
K3a,mal,Overall,2017,0.98,0.96,1.0
K3b,mal,Overall,2017,0.84,0.79,0.89
K4,mal,Overall,2017,0.18,0.14,0.22
K5,mal,Overall,2017,0.12,0.05,0.18
K1,ind,Overall,2017,3.47,2.36,4.59
K2,ind,Overall,2017,3.7,2.97,4.42
K3a,ind,Overall,2017,2.18,2.07,2.29
K3b,ind,Overall,2017,1.14,1.02,1.25
K4,ind,Overall,2017,0.29,0.2,0.38
K5,ind,Overall,2017,0.33,0.18,0.48
K1,overall,18-30,2017,1.17,0.76,1.58
K2,overall,18-30,2017,0.1,0.07,0.14
K3a,overall,18-30,2017,0.04,0.04,0.03
K3b,overall,18-30,2017,0.0,0.0,0.0
K4,overall,18-30,2017,0.0,0.0,0.0
K5,overall,18-30,2017,0.0,0.0,0.0
K1,overall,31-40,2017,2.44,1.49,3.4
K2,overall,31-40,2017,0.33,0.23,0.44
K3a,overall,31-40,2017,0.09,0.09,0.09
K3b,overall,31-40,2017,0.01,0.0,0.01
K4,overall,31-40,2017,0.0,0.0,0.0
K5,overall,31-40,2017,0.0,0.0,0.0
K1,overall,41-50,2017,3.57,2.14,5.0
K2,overall,41-50,2017,0.84,0.62,1.05
K3a,overall,41-50,2017,0.36,0.34,0.37
K3b,overall,41-50,2017,0.06,0.05,0.07
K4,overall,41-50,2017,0.01,0.0,0.01
K5,overall,41-50,2017,0.0,0.0,0.0
K1,overall,51-60,2017,5.33,3.62,7.04
K2,overall,51-60,2017,2.5,2.04,2.97
K3a,overall,51-60,2017,1.4,1.3,1.49
K3b,overall,51-60,2017,0.52,0.46,0.59
K4,overall,51-60,2017,0.08,0.04,0.12
K5,overall,51-60,2017,0.05,0.02,0.08
K1,overall,61-70,2017,8.8,6.95,10.65
K2,overall,61-70,2017,7.06,6.29,7.84
K3a,overall,61-70,2017,3.82,3.68,3.96
K3b,overall,61-70,2017,2.49,2.24,2.75
K4,overall,61-70,2017,0.54,0.36,0.72
K5,overall,61-70,2017,0.41,0.15,0.68
K1,overall,71-80,2017,9.41,7.67,11.14
K2,overall,71-80,2017,12.08,10.74,13.42
K3a,overall,71-80,2017,6.79,6.73,6.86
K3b,overall,71-80,2017,6.82,6.48,7.15
K4,overall,71-80,2017,1.7,1.37,2.04
K5,overall,71-80,2017,1.31,0.71,1.91
K1,overall,80+,2017,9.41,7.53,11.28
K2,overall,80+,2017,17.38,15.37,19.39
K3a,overall,80+,2017,8.25,8.29,8.21
K3b,overall,80+,2017,9.83,9.36,10.3
K4,overall,80+,2017,2.38,2.13,2.64
K5,overall,80+,2017,1.34,0.85,1.84
K1,overall,Overall,2018,4.46,3.2,5.73
K2,overall,Overall,2018,2.85,2.48,3.23
K3a,overall,Overall,2018,1.51,1.47,1.55
K3b,overall,Overall,2018,1.11,1.04,1.19
K4,overall,Overall,2018,0.25,0.19,0.32
K5,overall,Overall,2018,0.18,0.09,0.27
K1,chn,Overall,2018,3.42,2.35,4.49
K2,chn,Overall,2018,3.03,2.56,3.49
K3a,chn,Overall,2018,1.95,1.89,2.0
K3b,chn,Overall,2018,1.43,1.33,1.52
K4,chn,Overall,2018,0.33,0.26,0.41
K5,chn,Overall,2018,0.19,0.09,0.29
K1,mal,Overall,2018,5.57,4.12,7.02
K2,mal,Overall,2018,2.52,2.29,2.74
K3a,mal,Overall,2018,1.02,0.99,1.04
K3b,mal,Overall,2018,0.88,0.83,0.93
K4,mal,Overall,2018,0.19,0.15,0.23
K5,mal,Overall,2018,0.12,0.06,0.19
K1,ind,Overall,2018,3.56,2.43,4.69
K2,ind,Overall,2018,3.85,3.09,4.6
K3a,ind,Overall,2018,2.29,2.19,2.38
K3b,ind,Overall,2018,1.19,1.07,1.31
K4,ind,Overall,2018,0.31,0.21,0.41
K5,ind,Overall,2018,0.34,0.17,0.51
K1,overall,18-30,2018,1.25,0.83,1.68
K2,overall,18-30,2018,0.11,0.07,0.15
K3a,overall,18-30,2018,0.04,0.04,0.04
K3b,overall,18-30,2018,0.0,0.0,0.0
K4,overall,18-30,2018,0.0,0.0,0.0
K5,overall,18-30,2018,0.0,0.0,0.0
K1,overall,31-40,2018,2.51,1.55,3.47
K2,overall,31-40,2018,0.35,0.24,0.45
K3a,overall,31-40,2018,0.09,0.09,0.09
K3b,overall,31-40,2018,0.0,0.0,0.01
K4,overall,31-40,2018,0.0,0.0,0.0
K5,overall,31-40,2018,0.0,0.0,0.0
K1,overall,41-50,2018,3.58,2.17,4.99
K2,overall,41-50,2018,0.84,0.63,1.04
K3a,overall,41-50,2018,0.36,0.35,0.38
K3b,overall,41-50,2018,0.06,0.06,0.07
K4,overall,41-50,2018,0.01,0.0,0.01
K5,overall,41-50,2018,0.0,0.0,0.01
K1,overall,51-60,2018,5.36,3.64,7.08
K2,overall,51-60,2018,2.54,2.07,3.0
K3a,overall,51-60,2018,1.41,1.33,1.49
K3b,overall,51-60,2018,0.54,0.46,0.61
K4,overall,51-60,2018,0.09,0.04,0.13
K5,overall,51-60,2018,0.05,0.02,0.09
K1,overall,61-70,2018,8.82,6.96,10.67
K2,overall,61-70,2018,7.08,6.3,7.85
K3a,overall,61-70,2018,3.85,3.7,4.0
K3b,overall,61-70,2018,2.52,2.27,2.76
K4,overall,61-70,2018,0.54,0.37,0.71
K5,overall,61-70,2018,0.4,0.16,0.65
K1,overall,71-80,2018,9.52,7.8,11.24
K2,overall,71-80,2018,11.93,10.69,13.18
K3a,overall,71-80,2018,6.81,6.72,6.9
K3b,overall,71-80,2018,6.78,6.43,7.13
K4,overall,71-80,2018,1.73,1.36,2.09
K5,overall,71-80,2018,1.31,0.68,1.93
K1,overall,80+,2018,9.42,7.47,11.36
K2,overall,80+,2018,17.22,15.27,19.17
K3a,overall,80+,2018,8.18,8.19,8.18
K3b,overall,80+,2018,9.98,9.62,10.35
K4,overall,80+,2018,2.43,2.14,2.72
K5,overall,80+,2018,1.32,0.83,1.81
K1,overall,Overall,2019,4.59,3.31,5.86
K2,overall,Overall,2019,2.96,2.57,3.34
K3a,overall,Overall,2019,1.56,1.52,1.6
K3b,overall,Overall,2019,1.17,1.09,1.25
K4,overall,Overall,2019,0.27,0.21,0.33
K5,overall,Overall,2019,0.19,0.09,0.28
K1,chn,Overall,2019,3.49,2.42,4.55
K2,chn,Overall,2019,3.14,2.66,3.62
K3a,chn,Overall,2019,2.02,1.97,2.06
K3b,chn,Overall,2019,1.51,1.4,1.62
K4,chn,Overall,2019,0.35,0.27,0.42
K5,chn,Overall,2019,0.2,0.1,0.31
K1,mal,Overall,2019,5.73,4.26,7.19
K2,mal,Overall,2019,2.61,2.38,2.84
K3a,mal,Overall,2019,1.04,1.0,1.07
K3b,mal,Overall,2019,0.91,0.86,0.97
K4,mal,Overall,2019,0.2,0.16,0.24
K5,mal,Overall,2019,0.13,0.06,0.19
K1,ind,Overall,2019,3.66,2.52,4.81
K2,ind,Overall,2019,3.99,3.23,4.74
K3a,ind,Overall,2019,2.38,2.29,2.46
K3b,ind,Overall,2019,1.26,1.13,1.39
K4,ind,Overall,2019,0.34,0.22,0.46
K5,ind,Overall,2019,0.35,0.19,0.52
K1,overall,18-30,2019,1.35,0.91,1.79
K2,overall,18-30,2019,0.12,0.08,0.16
K3a,overall,18-30,2019,0.04,0.04,0.03
K3b,overall,18-30,2019,0.0,0.0,0.0
K4,overall,18-30,2019,0.0,0.0,0.0
K5,overall,18-30,2019,0.0,0.0,0.0
K1,overall,31-40,2019,2.62,1.65,3.59
K2,overall,31-40,2019,0.36,0.25,0.46
K3a,overall,31-40,2019,0.1,0.1,0.1
K3b,overall,31-40,2019,0.0,0.0,0.01
K4,overall,31-40,2019,0.0,0.0,0.0
K5,overall,31-40,2019,0.0,0.0,0.0
K1,overall,41-50,2019,3.64,2.24,5.03
K2,overall,41-50,2019,0.85,0.65,1.06
K3a,overall,41-50,2019,0.36,0.36,0.37
K3b,overall,41-50,2019,0.06,0.05,0.07
K4,overall,41-50,2019,0.01,0.0,0.01
K5,overall,41-50,2019,0.0,0.0,0.0
K1,overall,51-60,2019,5.41,3.68,7.15
K2,overall,51-60,2019,2.58,2.11,3.05
K3a,overall,51-60,2019,1.44,1.35,1.53
K3b,overall,51-60,2019,0.54,0.46,0.62
K4,overall,51-60,2019,0.09,0.05,0.14
K5,overall,51-60,2019,0.05,0.02,0.09
K1,overall,61-70,2019,8.86,7.04,10.68
K2,overall,61-70,2019,7.14,6.35,7.93
K3a,overall,61-70,2019,3.85,3.72,3.97
K3b,overall,61-70,2019,2.53,2.28,2.79
K4,overall,61-70,2019,0.54,0.37,0.7
K5,overall,61-70,2019,0.41,0.17,0.66
K1,overall,71-80,2019,9.47,7.76,11.19
K2,overall,71-80,2019,11.9,10.69,13.11
K3a,overall,71-80,2019,6.74,6.63,6.85
K3b,overall,71-80,2019,6.87,6.52,7.22
K4,overall,71-80,2019,1.73,1.37,2.08
K5,overall,71-80,2019,1.31,0.69,1.93
K1,overall,80+,2019,9.49,7.59,11.39
K2,overall,80+,2019,17.26,15.32,19.19
K3a,overall,80+,2019,8.21,8.11,8.3
K3b,overall,80+,2019,9.96,9.53,10.4
K4,overall,80+,2019,2.49,2.25,2.73
K5,overall,80+,2019,1.25,0.79,1.7
K1,overall,Overall,2020,4.78,3.49,6.06
K2,overall,Overall,2020,3.1,2.71,3.49
K3a,overall,Overall,2020,1.62,1.58,1.66
K3b,overall,Overall,2020,1.23,1.14,1.31
K4,overall,Overall,2020,0.29,0.22,0.35
K5,overall,Overall,2020,0.2,0.1,0.3
K1,chn,Overall,2020,3.61,2.53,4.69
K2,chn,Overall,2020,3.29,2.8,3.78
K3a,chn,Overall,2020,2.11,2.06,2.15
K3b,chn,Overall,2020,1.59,1.49,1.69
K4,chn,Overall,2020,0.37,0.3,0.45
K5,chn,Overall,2020,0.22,0.11,0.33
K1,mal,Overall,2020,5.97,4.49,7.45
K2,mal,Overall,2020,2.73,2.49,2.96
K3a,mal,Overall,2020,1.06,1.02,1.1
K3b,mal,Overall,2020,0.96,0.9,1.01
K4,mal,Overall,2020,0.21,0.16,0.25
K5,mal,Overall,2020,0.13,0.06,0.2
K1,ind,Overall,2020,3.83,2.68,4.99
K2,ind,Overall,2020,4.19,3.44,4.95
K3a,ind,Overall,2020,2.48,2.42,2.54
K3b,ind,Overall,2020,1.34,1.18,1.5
K4,ind,Overall,2020,0.36,0.26,0.47
K5,ind,Overall,2020,0.37,0.19,0.55
K1,overall,18-30,2020,1.51,1.05,1.97
K2,overall,18-30,2020,0.14,0.1,0.18
K3a,overall,18-30,2020,0.04,0.04,0.04
K3b,overall,18-30,2020,0.0,0.0,0.0
K4,overall,18-30,2020,0.0,0.0,0.0
K5,overall,18-30,2020,0.0,0.0,0.0
K1,overall,31-40,2020,2.79,1.82,3.77
K2,overall,31-40,2020,0.38,0.28,0.49
K3a,overall,31-40,2020,0.1,0.1,0.1
K3b,overall,31-40,2020,0.0,0.0,0.01
K4,overall,31-40,2020,0.0,0.0,0.0
K5,overall,31-40,2020,0.0,0.0,0.0
K1,overall,41-50,2020,3.77,2.36,5.18
K2,overall,41-50,2020,0.89,0.68,1.09
K3a,overall,41-50,2020,0.38,0.37,0.39
K3b,overall,41-50,2020,0.06,0.05,0.07
K4,overall,41-50,2020,0.01,0.0,0.01
K5,overall,41-50,2020,0.0,0.0,0.0
K1,overall,51-60,2020,5.51,3.8,7.22
K2,overall,51-60,2020,2.63,2.17,3.09
K3a,overall,51-60,2020,1.46,1.38,1.55
K3b,overall,51-60,2020,0.54,0.46,0.62
K4,overall,51-60,2020,0.09,0.04,0.14
K5,overall,51-60,2020,0.05,0.01,0.09
K1,overall,61-70,2020,8.94,7.12,10.77
K2,overall,61-70,2020,7.23,6.42,8.04
K3a,overall,61-70,2020,3.86,3.73,3.98
K3b,overall,61-70,2020,2.57,2.31,2.82
K4,overall,61-70,2020,0.55,0.39,0.71
K5,overall,61-70,2020,0.42,0.17,0.66
K1,overall,71-80,2020,9.53,7.77,11.29
K2,overall,71-80,2020,11.93,10.76,13.11
K3a,overall,71-80,2020,6.68,6.54,6.82
K3b,overall,71-80,2020,6.79,6.47,7.1
K4,overall,71-80,2020,1.74,1.4,2.08
K5,overall,71-80,2020,1.33,0.7,1.96
K1,overall,80+,2020,9.5,7.68,11.32
K2,overall,80+,2020,17.12,15.24,19.0
K3a,overall,80+,2020,8.19,8.13,8.24
K3b,overall,80+,2020,10.06,9.55,10.57
K4,overall,80+,2020,2.46,2.23,2.7
K5,overall,80+,2020,1.25,0.79,1.72
K1,overall,Overall,2021,5.04,3.72,6.36
K2,overall,Overall,2021,3.26,2.86,3.67
K3a,overall,Overall,2021,1.7,1.65,1.74
K3b,overall,Overall,2021,1.29,1.21,1.37
K4,overall,Overall,2021,0.3,0.24,0.37
K5,overall,Overall,2021,0.21,0.1,0.31
K1,chn,Overall,2021,3.79,2.68,4.91
K2,chn,Overall,2021,3.45,2.95,3.95
K3a,chn,Overall,2021,2.22,2.17,2.26
K3b,chn,Overall,2021,1.68,1.58,1.77
K4,chn,Overall,2021,0.4,0.32,0.48
K5,chn,Overall,2021,0.23,0.12,0.35
K1,mal,Overall,2021,6.32,4.8,7.83
K2,mal,Overall,2021,2.88,2.64,3.13
K3a,mal,Overall,2021,1.1,1.06,1.15
K3b,mal,Overall,2021,1.0,0.95,1.06
K4,mal,Overall,2021,0.21,0.17,0.26
K5,mal,Overall,2021,0.14,0.07,0.21
K1,ind,Overall,2021,4.08,2.88,5.27
K2,ind,Overall,2021,4.43,3.66,5.19
K3a,ind,Overall,2021,2.6,2.54,2.66
K3b,ind,Overall,2021,1.39,1.23,1.54
K4,ind,Overall,2021,0.39,0.27,0.52
K5,ind,Overall,2021,0.39,0.19,0.59
K1,overall,18-30,2021,1.76,1.26,2.26
K2,overall,18-30,2021,0.16,0.12,0.19
K3a,overall,18-30,2021,0.04,0.04,0.03
K3b,overall,18-30,2021,0.0,0.0,0.0
K4,overall,18-30,2021,0.0,0.0,0.0
K5,overall,18-30,2021,0.0,0.0,0.0
K1,overall,31-40,2021,3.05,2.04,4.05
K2,overall,31-40,2021,0.42,0.31,0.53
K3a,overall,31-40,2021,0.11,0.1,0.11
K3b,overall,31-40,2021,0.01,0.0,0.01
K4,overall,31-40,2021,0.0,0.0,0.0
K5,overall,31-40,2021,0.0,0.0,0.0
K1,overall,41-50,2021,3.97,2.54,5.4
K2,overall,41-50,2021,0.95,0.73,1.17
K3a,overall,41-50,2021,0.39,0.38,0.39
K3b,overall,41-50,2021,0.07,0.06,0.08
K4,overall,41-50,2021,0.01,0.0,0.01
K5,overall,41-50,2021,0.0,0.0,0.0
K1,overall,51-60,2021,5.72,3.93,7.5
K2,overall,51-60,2021,2.72,2.27,3.16
K3a,overall,51-60,2021,1.46,1.39,1.53
K3b,overall,51-60,2021,0.55,0.47,0.63
K4,overall,51-60,2021,0.09,0.04,0.14
K5,overall,51-60,2021,0.05,0.01,0.09
K1,overall,61-70,2021,9.03,7.23,10.82
K2,overall,61-70,2021,7.3,6.49,8.1
K3a,overall,61-70,2021,3.97,3.81,4.12
K3b,overall,61-70,2021,2.59,2.36,2.82
K4,overall,61-70,2021,0.56,0.4,0.72
K5,overall,61-70,2021,0.42,0.17,0.68
K1,overall,71-80,2021,9.58,7.81,11.35
K2,overall,71-80,2021,11.98,10.8,13.17
K3a,overall,71-80,2021,6.66,6.54,6.79
K3b,overall,71-80,2021,6.71,6.39,7.02
K4,overall,71-80,2021,1.74,1.4,2.07
K5,overall,71-80,2021,1.33,0.71,1.96
K1,overall,80+,2021,9.74,7.91,11.57
K2,overall,80+,2021,17.14,15.2,19.07
K3a,overall,80+,2021,8.17,8.12,8.23
K3b,overall,80+,2021,10.12,9.7,10.54
K4,overall,80+,2021,2.46,2.19,2.72
K5,overall,80+,2021,1.16,0.76,1.56
K1,overall,Overall,2022,5.3,3.97,6.63
K2,overall,Overall,2022,3.4,2.99,3.81
K3a,overall,Overall,2022,1.74,1.69,1.78
K3b,overall,Overall,2022,1.33,1.25,1.41
K4,overall,Overall,2022,0.31,0.25,0.38
K5,overall,Overall,2022,0.21,0.11,0.32
K1,chn,Overall,2022,3.98,2.85,5.11
K2,chn,Overall,2022,3.61,3.1,4.12
K3a,chn,Overall,2022,2.28,2.23,2.33
K3b,chn,Overall,2022,1.74,1.64,1.83
K4,chn,Overall,2022,0.42,0.34,0.5
K5,chn,Overall,2022,0.24,0.12,0.35
K1,mal,Overall,2022,6.62,5.11,8.13
K2,mal,Overall,2022,2.98,2.73,3.23
K3a,mal,Overall,2022,1.12,1.08,1.17
K3b,mal,Overall,2022,1.02,0.96,1.08
K4,mal,Overall,2022,0.22,0.18,0.27
K5,mal,Overall,2022,0.14,0.07,0.21
K1,ind,Overall,2022,4.33,3.11,5.55
K2,ind,Overall,2022,4.66,3.89,5.43
K3a,ind,Overall,2022,2.7,2.65,2.74
K3b,ind,Overall,2022,1.46,1.3,1.63
K4,ind,Overall,2022,0.4,0.28,0.53
K5,ind,Overall,2022,0.41,0.19,0.63
K1,overall,18-30,2022,2.07,1.54,2.6
K2,overall,18-30,2022,0.18,0.14,0.22
K3a,overall,18-30,2022,0.04,0.04,0.04
K3b,overall,18-30,2022,0.0,0.0,0.0
K4,overall,18-30,2022,0.0,0.0,0.0
K5,overall,18-30,2022,0.0,0.0,0.0
K1,overall,31-40,2022,3.3,2.31,4.29
K2,overall,31-40,2022,0.46,0.36,0.57
K3a,overall,31-40,2022,0.1,0.1,0.1
K3b,overall,31-40,2022,0.01,0.0,0.01
K4,overall,31-40,2022,0.0,0.0,0.0
K5,overall,31-40,2022,0.0,0.0,0.0
K1,overall,41-50,2022,4.22,2.78,5.65
K2,overall,41-50,2022,0.99,0.78,1.21
K3a,overall,41-50,2022,0.39,0.37,0.4
K3b,overall,41-50,2022,0.07,0.06,0.08
K4,overall,41-50,2022,0.01,0.0,0.01
K5,overall,41-50,2022,0.0,0.0,0.01
K1,overall,51-60,2022,5.95,4.15,7.74
K2,overall,51-60,2022,2.83,2.38,3.29
K3a,overall,51-60,2022,1.46,1.4,1.53
K3b,overall,51-60,2022,0.56,0.47,0.64
K4,overall,51-60,2022,0.09,0.05,0.14
K5,overall,51-60,2022,0.06,0.02,0.09
K1,overall,61-70,2022,9.16,7.36,10.96
K2,overall,61-70,2022,7.47,6.66,8.29
K3a,overall,61-70,2022,4.03,3.88,4.19
K3b,overall,61-70,2022,2.62,2.37,2.88
K4,overall,61-70,2022,0.59,0.42,0.76
K5,overall,61-70,2022,0.42,0.17,0.68
K1,overall,71-80,2022,9.71,7.94,11.48
K2,overall,71-80,2022,12.07,10.89,13.26
K3a,overall,71-80,2022,6.68,6.53,6.83
K3b,overall,71-80,2022,6.7,6.43,6.97
K4,overall,71-80,2022,1.71,1.38,2.05
K5,overall,71-80,2022,1.31,0.7,1.93
K1,overall,80+,2022,9.75,7.94,11.56
K2,overall,80+,2022,17.21,15.26,19.16
K3a,overall,80+,2022,8.12,8.08,8.15
K3b,overall,80+,2022,10.07,9.73,10.4
K4,overall,80+,2022,2.55,2.21,2.89
K5,overall,80+,2022,1.2,0.83,1.57
K1,overall,Overall,2023,5.65,4.3,7.01
K2,overall,Overall,2023,3.57,3.16,3.98
K3a,overall,Overall,2023,1.79,1.75,1.83
K3b,overall,Overall,2023,1.38,1.29,1.47
K4,overall,Overall,2023,0.33,0.26,0.4
K5,overall,Overall,2023,0.22,0.11,0.33
K1,chn,Overall,2023,4.23,3.09,5.37
K2,chn,Overall,2023,3.8,3.29,4.32
K3a,chn,Overall,2023,2.36,2.32,2.39
K3b,chn,Overall,2023,1.82,1.71,1.93
K4,chn,Overall,2023,0.45,0.36,0.53
K5,chn,Overall,2023,0.25,0.13,0.37
K1,mal,Overall,2023,7.04,5.49,8.58
K2,mal,Overall,2023,3.1,2.84,3.35
K3a,mal,Overall,2023,1.15,1.11,1.2
K3b,mal,Overall,2023,1.05,0.98,1.11
K4,mal,Overall,2023,0.23,0.18,0.28
K5,mal,Overall,2023,0.15,0.07,0.23
K1,ind,Overall,2023,4.71,3.48,5.94
K2,ind,Overall,2023,4.96,4.18,5.75
K3a,ind,Overall,2023,2.78,2.74,2.83
K3b,ind,Overall,2023,1.53,1.37,1.69
K4,ind,Overall,2023,0.43,0.3,0.55
K5,ind,Overall,2023,0.45,0.22,0.67
K1,overall,18-30,2023,2.47,1.91,3.03
K2,overall,18-30,2023,0.22,0.18,0.26
K3a,overall,18-30,2023,0.04,0.04,0.04
K3b,overall,18-30,2023,0.0,0.0,0.0
K4,overall,18-30,2023,0.0,0.0,0.0
